STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
545110,99999, 20161124,   28.6,24,   14.1,24, 9999.9, 0, 9999.9, 0,   3.4,14,   3.1,24,   7.8, 999.9,   39.4*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161125,   32.0,24,   20.3,24, 9999.9, 0, 9999.9, 0,   2.6,24,   2.7,24,   7.8, 999.9,   41.0*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20161126,   35.0,24,   22.3,24, 9999.9, 0, 9999.9, 0,   2.5,24,   4.8,24,   9.7,  19.4,   50.0*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20161127,   33.4,24,    9.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.8,24,  19.4,  25.3,   46.4*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161128,   32.4,24,   17.1,24, 9999.9, 0, 9999.9, 0,   3.8,11,   2.9,24,   5.8, 999.9,   46.8*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20161129,   35.2,24,   26.4,24, 9999.9, 0, 9999.9, 0,   3.8,24,   3.0,24,   7.8, 999.9,   39.4*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20161130,   39.9,24,   20.1,24, 9999.9, 0, 9999.9, 0,   2.7, 8,   6.6,24,  19.4,  29.1,   51.8*,  26.6*, 0.00I,999.9, 000000,
545110,99999, 20161201,   35.1,24,   14.2,24, 9999.9, 0, 9999.9, 0,   6.6, 7,   4.3,24,  13.6,  21.4,   50.0*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20161202,   34.4,24,   19.6,24, 9999.9, 0, 9999.9, 0,   3.7,16,   3.0,24,   5.8, 999.9,   50.0*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20161203,   34.0,24,   27.1,24, 9999.9, 0, 9999.9, 0,   1.7,24,   2.7,24,   7.8, 999.9,   45.9*,  24.8*, 0.00I,999.9, 100000,
545110,99999, 20161204,   35.6,24,   25.7,24, 9999.9, 0, 9999.9, 0,   2.8,24,   3.4,24,   9.7,  13.6,   50.0*,  26.6*, 0.00I,999.9, 100000,
545110,99999, 20161205,   31.1,24,    7.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.4,24,  27.2,  40.8,   44.6*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20161206,   30.7,24,   13.7,24, 9999.9, 0, 9999.9, 0,   3.7,11,   3.3,24,   7.8,  11.7,   42.8*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20161207,   35.8,24,   24.3,24, 9999.9, 0, 9999.9, 0,   2.9,24,   3.8,24,   7.8, 999.9,   46.8*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20161208,   36.6,24,   12.2,24, 9999.9, 0, 9999.9, 0,   1.5, 4,  10.8,24,  25.3,  35.0,   48.2*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20161209,   30.8,24,   10.4,24, 9999.9, 0, 9999.9, 0,   6.7, 6,   4.2,24,   9.7,  31.1,   42.8*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20161210,   28.6,24,   10.7,24, 9999.9, 0, 9999.9, 0,   4.0,12,   2.7,24,   9.7, 999.9,   42.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161211,   33.0,24,   22.5,24, 9999.9, 0, 9999.9, 0,   2.2,24,   3.3,24,   5.8, 999.9,   38.7*,  23.0 , 0.00I,999.9, 000000,
545110,99999, 20161212,   35.5,24,   22.3,24, 9999.9, 0, 9999.9, 0,   2.2,20,   4.6,24,   9.7, 999.9,   44.6*,  26.6*, 0.00I,999.9, 000000,
545110,99999, 20161213,   31.6,24,    3.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.2,24,  11.7,  17.5,   41.0*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161214,   28.5,24,    5.2,24, 9999.9, 0, 9999.9, 0,   7.1, 5,   4.0,24,  17.5,  27.2,   39.2*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20161215,   29.7,24,    6.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.4,24,  21.4,  33.0,   41.0*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20161216,   30.6,24,   14.3,24, 9999.9, 0, 9999.9, 0,   2.8,12,   2.9,24,   5.8, 999.9,   44.6*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20161217,   30.0,24,   20.7,24, 9999.9, 0, 9999.9, 0,   1.8,24,   2.3,24,   7.8, 999.9,   41.0*,  19.4*, 0.00I,999.9, 100000,
545110,99999, 20161218,   30.6,24,   19.7,24, 9999.9, 0, 9999.9, 0,   2.5,24,   3.0,24,   7.8, 999.9,   46.4*,  21.2*, 0.00I,999.9, 100000,
545110,99999, 20161219,   31.5,24,   22.3,24, 9999.9, 0, 9999.9, 0,   2.0,24,   2.5,24,   3.9, 999.9,   48.2*,  21.2*, 0.00I,999.9, 100000,
545110,99999, 20161220,   28.2,24,   26.6,24, 9999.9, 0, 9999.9, 0,   0.7,24,   3.0,24,   5.8, 999.9,   32.0*,  23.0*,99.99 ,999.9, 101000,
545110,99999, 20161221,   33.4,24,   25.9,24, 9999.9, 0, 9999.9, 0,   0.9,21,   3.5,24,  17.5,  27.2,   39.2*,  24.8*, 0.00I,999.9, 100000,
545110,99999, 20161222,   32.8,24,    7.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.9,24,  17.5,  27.2,   42.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161223,   27.8,24,    9.4,24, 9999.9, 0, 9999.9, 0,   5.2, 9,   3.6,24,   9.7, 999.9,   39.2*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20161224,   26.5,24,   16.9,24, 9999.9, 0, 9999.9, 0,   4.1,24,   2.4,24,   5.8, 999.9,   39.2*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161225,   31.0,24,   21.6,24, 9999.9, 0, 9999.9, 0,   2.9,23,   3.2,24,   5.8, 999.9,   35.8*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20161226,   29.1,24,    2.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,24,   9.7, 999.9,   39.2*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20161227,   29.2,24,   11.0,24, 9999.9, 0, 9999.9, 0,   4.1, 9,   5.0,24,   9.7, 999.9,   37.4*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20161228,   28.1,24,    1.9,24, 9999.9, 0, 9999.9, 0,   3.3, 4,  10.4,24,  19.4,  25.3,   37.4*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20161229,   24.9,24,    6.0,24, 9999.9, 0, 9999.9, 0,   3.6,12,   3.6,24,   9.7,  11.7,   35.6*,  10.4*, 0.00I,999.9, 000000,
545110,99999, 20161230,   22.7,24,   14.0,24, 9999.9, 0, 9999.9, 0,   2.7,24,   2.1,24,   3.9, 999.9,   34.2*,  10.4*, 0.00I,999.9, 000000,
545110,99999, 20161231,   26.1,24,   17.4,24, 9999.9, 0, 9999.9, 0,   1.7,24,   2.5,24,   3.9, 999.9,   37.4*,  15.8*,99.99 ,999.9, 101000,
545110,99999, 20170101,   24.0,24,   20.6,24, 9999.9, 0, 9999.9, 0,   0.8,24,   3.2,24,   7.8, 999.9,   32.0*,  15.8*,99.99 ,999.9, 101000,
545110,99999, 20170102,   29.8,24,   16.7,24, 9999.9, 0, 9999.9, 0,   2.1,20,   3.8,24,   9.7, 999.9,   48.2*,  15.8*, 0.00I,999.9, 100000,
545110,99999, 20170103,   29.0,24,   19.4,24, 9999.9, 0, 9999.9, 0,   1.5,24,   2.6,24,   7.8, 999.9,   48.2*,  15.8*, 0.00I,999.9, 100000,
545110,99999, 20170104,   31.9,24,   26.2,24, 9999.9, 0, 9999.9, 0,   1.3,24,   3.7,24,   7.8, 999.9,   42.8*,  15.8*, 0.00G,999.9, 100000,
545110,99999, 20170105,   30.4,24,   23.6,24, 9999.9, 0, 9999.9, 0,   1.6,24,   2.7,24,   7.8, 999.9,   39.2*,  21.2*,99.99 ,999.9, 001000,
545110,99999, 20170106,   32.8,24,   25.1,24, 9999.9, 0, 9999.9, 0,   1.6,24,   2.1,24,   3.9, 999.9,   41.4*,  23.7 , 0.00I,999.9, 000000,
545110,99999, 20170107,   33.7,24,   27.6,24, 9999.9, 0, 9999.9, 0,   1.2,18,   4.5,24,  13.6,  17.5,   38.7*,  31.3*, 0.01G,999.9, 111000,
545110,99999, 20170108,   36.9,24,   11.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.3,24,  21.4,  27.2,   44.6*,  26.6*, 0.00I,999.9, 000000,
545110,99999, 20170109,   32.6,24,    7.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.3,24,  17.5, 999.9,   41.0*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170110,   27.6,24,    2.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.3,24,  17.5,  29.1,   39.6*,  12.2*, 0.00I,999.9, 000000,
545110,99999, 20170111,   30.5,24,    7.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.0,24,  19.4,  29.1,   44.6*,  14.0*, 0.00I,999.9, 000000,
545110,99999, 20170112,   35.0,24,    7.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  11.7,24,  23.3,  33.0,   44.6*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20170113,   29.0,24,   -6.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.5,24,  19.4,  27.2,   37.4*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20170114,   28.2,24,    4.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,24,   9.7, 999.9,   37.4*,  19.4*,99.99 ,999.9, 001000,
545110,99999, 20170115,   26.6,24,   18.1,24, 9999.9, 0, 9999.9, 0,   5.8,18,   3.6,24,   7.8,  17.5,   32.0*,  19.4*,99.99 ,999.9, 001000,
545110,99999, 20170116,   29.1,24,   20.9,24, 9999.9, 0, 9999.9, 0,   2.6,24,   2.2,24,   3.9, 999.9,   32.0*,  24.1 ,99.99 ,999.9, 001000,
545110,99999, 20170117,   27.4,24,   15.2,24, 9999.9, 0, 9999.9, 0,   2.8,18,   4.2,24,  11.7, 999.9,   37.4*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20170118,   27.8,24,    8.5,24, 9999.9, 0, 9999.9, 0,   4.0,12,   4.5,24,   9.7, 999.9,   35.6*,  21.6 ,99.99 ,999.9, 001000,
545110,99999, 20170119,   21.5,24,   -3.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.6,24,  31.1,  44.7,   30.6*,   8.6*, 0.00I,999.9, 000000,
545110,99999, 20170120,   20.9,24,   -2.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.3,24,  13.6, 999.9,   32.0*,  10.4*, 0.00I,999.9, 000000,
545110,99999, 20170121,   22.9,24,   -7.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.7,24,  23.3,  33.0,   33.8*,  10.4*, 0.00I,999.9, 000000,
545110,99999, 20170122,   20.1,24,   -2.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.9,24,   7.8,  13.6,   32.0*,   6.8*, 0.00I,999.9, 000000,
545110,99999, 20170123,   19.7,24,    2.3,24, 9999.9, 0, 9999.9, 0,   4.5,10,   2.7,24,   7.8, 999.9,   32.0*,   8.6*, 0.00I,999.9, 000000,
545110,99999, 20170124,   25.9,24,    7.5,24, 9999.9, 0, 9999.9, 0,   4.0, 9,   3.1,24,   5.8,  11.7,   37.4*,  12.2*, 0.00I,999.9, 000000,
545110,99999, 20170125,   26.8,24,   15.0,24, 9999.9, 0, 9999.9, 0,   2.3,24,   2.3,24,   3.9, 999.9,   37.4*,  15.8*, 0.00I,999.9, 000000,
545110,99999, 20170126,   32.7,24,    7.9,24, 9999.9, 0, 9999.9, 0,   1.7, 7,  13.4,24,  35.0,  46.6,   48.2*,  14.0*, 0.00I,999.9, 000000,
545110,99999, 20170127,   28.6,22,    6.6,22, 9999.9, 0, 9999.9, 0,   4.7,14,   4.1,22,  11.7, 999.9,   38.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170128,   29.2,24,   14.5,24, 9999.9, 0, 9999.9, 0,   2.9,21,   5.1,24,  25.3, 999.9,   35.6*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170129,   24.1,24,   -6.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.8,24,  25.3,  29.1,   32.0*,   5.0*, 0.00I,999.9, 000000,
545110,99999, 20170130,   27.9,24,   -9.7,24, 9999.9, 0, 9999.9, 0,   7.7, 5,   5.3,24,   7.8, 999.9,   33.8*,  14.0*, 0.00I,999.9, 000000,
545110,99999, 20170131,   29.3,24,   -4.9,24, 9999.9, 0, 9999.9, 0,   4.6, 6,   5.1,24,   9.7,  13.6,   42.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170201,   26.4,24,   -4.8,24, 9999.9, 0, 9999.9, 0,   8.4, 4,   4.9,24,  11.7,  15.5,   39.2*,  10.4*, 0.00I,999.9, 000000,
545110,99999, 20170202,   27.8,24,    0.6,24, 9999.9, 0, 9999.9, 0,   5.0, 7,   3.6,24,   7.8, 999.9,   41.0*,  14.0 , 0.00I,999.9, 000000,
545110,99999, 20170203,   32.3,24,   10.7,24, 9999.9, 0, 9999.9, 0,   2.0,19,   2.4,24,   5.8,  13.6,   42.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170204,   37.9,24,   14.5,24, 9999.9, 0, 9999.9, 0,   1.8,12,   5.3,24,  11.7,  13.6,   48.2*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170205,   38.9,24,    2.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,24,  15.5,  29.1,   48.2*,  28.4*, 0.00I,999.9, 000000,
545110,99999, 20170206,   32.8,24,    2.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.1,24,  11.7, 999.9,   41.0*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170207,   28.5,24,   18.0,24, 9999.9, 0, 9999.9, 0,   4.5,23,   4.0,24,   7.8, 999.9,   36.5*,  21.2*,99.99 ,999.9, 001000,
545110,99999, 20170208,   30.5,24,   -1.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  15.7,24,  25.3,  35.0,   41.0*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170209,   30.4,24,   -4.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  17.1,24,  27.2,  36.9,   37.4*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170210,   33.1,24,   -7.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.2,24,  23.3,  33.0,   41.0*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170211,   32.4,24,    3.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.7,24,   7.8, 999.9,   48.2*,  17.6*, 0.00I,999.9, 000000,
545110,99999, 20170212,   33.6,24,   10.2,24, 9999.9, 0, 9999.9, 0,   3.6,14,   3.5,24,   7.8,  15.5,   50.0*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170213,   38.2,24,   13.7,24, 9999.9, 0, 9999.9, 0,   3.3,11,   4.5,24,   7.8,  13.6,   55.4*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170214,   30.1,24,   22.8,24, 9999.9, 0, 9999.9, 0,   1.5,24,   3.8,24,   5.8, 999.9,   41.0*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20170215,   36.5,24,   21.2,24, 9999.9, 0, 9999.9, 0,   1.9,24,   4.7,24,  11.7, 999.9,   46.4*,  25.9 , 0.00I,999.9, 000000,
545110,99999, 20170216,   38.6,24,    3.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.5,24,  17.5,  29.1,   48.2*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170217,   33.8,24,   -0.9,24, 9999.9, 0, 9999.9, 0,   8.4, 4,   7.0,24,  15.5,  23.3,   42.8*,  19.4*, 0.00I,999.9, 000000,
545110,99999, 20170218,   38.3,24,   13.0,24, 9999.9, 0, 9999.9, 0,   4.3,12,   4.4,24,   9.7, 999.9,   50.0*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170219,   41.0,24,    4.8,24, 9999.9, 0, 9999.9, 0,   3.6, 6,  13.0,24,  27.2,  29.1,   59.0*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170220,   30.6,24,   -0.4,24, 9999.9, 0, 9999.9, 0,   6.3,11,   5.0,24,  13.6,  15.5,   41.0*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20170221,   27.8,24,   19.8,24, 9999.9, 0, 9999.9, 0,   2.6,24,   4.6,24,   9.7, 999.9,   35.6*,  21.2*, 0.21G,999.9, 001000,
545110,99999, 20170222,   34.7,24,   15.5,24, 9999.9, 0, 9999.9, 0,   2.0, 9,  10.7,24,  27.2,  36.9,   44.6*,  21.2*, 0.00I,999.9, 000000,
545110,99999, 20170223,   38.0,24,    9.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.0,24,  15.5,  29.1,   46.4*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170224,   43.3,24,   11.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.3,24,  17.5,  31.1,   53.6*,  24.4 , 0.00I,999.9, 000000,
545110,99999, 20170225,   41.8,24,   15.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.7,24,  13.6,  23.3,   57.2*,  26.6*, 0.00I,999.9, 000000,
545110,99999, 20170226,   42.1,24,   18.9,24, 9999.9, 0, 9999.9, 0,   4.9, 9,   3.9,24,   9.7,  17.5,   55.4*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170227,   47.0,24,   19.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.7,24,   9.7, 999.9,   60.8*,  30.6 , 0.00I,999.9, 000000,
545110,99999, 20170228,   50.1,24,   11.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.7,24,  15.5,  25.3,   60.8*,  39.2 ,99.99 ,999.9, 010000,
545110,99999, 20170301,   37.8,24,   -2.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  13.1,24,  23.3,  35.0,   46.4*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170302,   42.6,24,   11.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.1,24,   9.7,  15.5,   58.3*,  26.6*, 0.00I,999.9, 000000,
545110,99999, 20170303,   42.7,24,   19.3,24, 9999.9, 0, 9999.9, 0,   4.5, 5,   4.7,24,  11.7, 999.9,   58.1*,  24.8*, 0.00I,999.9, 000000,
545110,99999, 20170304,   44.4,24,   15.3,24, 9999.9, 0, 9999.9, 0,   4.7, 6,   5.3,24,  11.7,  13.6,   53.6*,  28.8 , 0.00I,999.9, 000000,
545110,99999, 20170305,   38.6,24,    8.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.6,24,  21.4,  31.1,   51.1*,  23.0*, 0.00I,999.9, 000000,
545110,99999, 20170306,   37.6,24,    6.4,24, 9999.9, 0, 9999.9, 0,   6.3, 6,  10.6,24,  23.3,  31.1,   48.2*,  24.8*,99.99 ,999.9, 001000,
545110,99999, 20170307,   40.0,24,    2.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.5,24,  23.3,  33.0,   48.2*,  29.8*, 0.00I,999.9, 000000,
545110,99999, 20170308,   48.2,24,    3.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.9,24,  19.4,  31.1,   57.2*,  28.0 , 0.00I,999.9, 000000,
545110,99999, 20170309,   48.9,24,    7.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.0,24,  17.5,  29.1,   62.8*,  28.4*, 0.00I,999.9, 000000,
545110,99999, 20170310,   53.2,24,   13.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.8,24,   7.8,  15.5,   66.2*,  32.2 , 0.00I,999.9, 000000,
545110,99999, 20170311,   55.0,24,   13.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.5,24,  17.5,  25.3,   68.0*,  39.2*, 0.00I,999.9, 000000,
545110,99999, 20170312,   44.3,24,    0.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.4,24,  13.6, 999.9,   55.4*,  28.4*, 0.00I,999.9, 000000,
545110,99999, 20170313,   47.4,24,    6.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   3.8,24,   7.8, 999.9,   59.0*,  28.4*, 0.00I,999.9, 000000,
545110,99999, 20170314,   48.3,24,   12.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.9,24,   9.7,  15.5,   62.6*,  28.4*, 0.00I,999.9, 000000,
545110,99999, 20170315,   45.7,24,   20.9,24, 9999.9, 0, 9999.9, 0,   4.3,10,   4.5,24,   9.7, 999.9,   59.0*,  32.0*, 0.00I,999.9, 000000,
545110,99999, 20170316,   51.1,24,   25.9,24, 9999.9, 0, 9999.9, 0,   4.3,18,   5.5,24,   9.7,  15.5,   60.8*,  35.6 , 0.00I,999.9, 000000,
545110,99999, 20170317,   48.3,24,   33.0,24, 9999.9, 0, 9999.9, 0,   3.1,24,   3.9,24,   7.8, 999.9,   60.8*,  37.4*, 0.00I,999.9, 000000,
545110,99999, 20170318,   53.6,24,   30.5,24, 9999.9, 0, 9999.9, 0,   3.0,23,   4.9,24,   7.8,  17.5,   66.2*,  39.2 , 0.00I,999.9, 000000,
545110,99999, 20170319,   54.4,24,   36.6,24, 9999.9, 0, 9999.9, 0,   2.2,24,   4.3,24,   9.7, 999.9,   64.4*,  42.1 , 0.00I,999.9, 000000,
545110,99999, 20170320,   44.9,24,   36.8,24, 9999.9, 0, 9999.9, 0,   3.5,24,   4.6,24,   9.7, 999.9,   55.4*,  33.8*, 0.01G,999.9, 010000,
545110,99999, 20170321,   47.9,24,   28.9,24, 9999.9, 0, 9999.9, 0,   3.8,19,   4.8,24,   9.7,  15.5,   57.2*,  33.8*, 0.00I,999.9, 000000,
545110,99999, 20170322,   50.4,24,   32.4,24, 9999.9, 0, 9999.9, 0,   3.5,24,   4.0,24,   7.8,  13.6,   57.2*,  38.7 , 0.06G,999.9, 010000,
545110,99999, 20170323,   42.7,24,   35.0,24, 9999.9, 0, 9999.9, 0,   3.0,24,   4.5,24,  11.7, 999.9,   46.4*,  33.8*, 0.28G,999.9, 010000,
545110,99999, 20170324,   38.0,24,   36.0,24, 9999.9, 0, 9999.9, 0,   2.1,24,   3.3,24,   5.8, 999.9,   39.4*,  34.0*, 0.15G,999.9, 010000,
545110,99999, 20170325,   49.4,24,   26.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.8,24,  11.7,  23.3,   57.2*,  33.3 , 0.09G,999.9, 000000,
545110,99999, 20170326,   49.1,24,   22.6,24, 9999.9, 0, 9999.9, 0,   8.7, 5,   8.7,24,  15.5,  21.4,   59.0*,  37.4*, 0.00G,999.9, 010000,
545110,99999, 20170327,   50.7,24,   19.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,24,   9.7, 999.9,   59.0*,  37.4*, 0.00I,999.9, 000000,
545110,99999, 20170328,   50.7,24,   33.2,24, 9999.9, 0, 9999.9, 0,   4.0, 9,   4.8,24,  11.7,  17.5,   62.6*,  37.4*, 0.00I,999.9, 000000,
545110,99999, 20170329,   55.3,24,   39.0,24, 9999.9, 0, 9999.9, 0,   3.4,24,   4.7,24,   9.7, 999.9,   66.2*,  41.4 , 0.00I,999.9, 000000,
545110,99999, 20170330,   53.1,24,   26.4,24, 9999.9, 0, 9999.9, 0,   4.5, 5,   6.0,24,  11.7, 999.9,   60.8*,  37.4*,99.99 ,999.9, 010000,
545110,99999, 20170331,   54.1,24,   20.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,24,   9.7,  19.4,   62.6*,  37.4*, 0.00I,999.9, 000000,
545110,99999, 20170401,   56.7,24,   24.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.1,24,  11.7,  21.4,   71.6*,  39.2*, 0.00I,999.9, 000000,
545110,99999, 20170402,   57.7,24,   29.2,24, 9999.9, 0, 9999.9, 0,   3.5, 6,   3.6,24,   7.8,  11.7,   75.2*,  41.0*, 0.00I,999.9, 000000,
545110,99999, 20170403,   63.6,24,   38.8,24, 9999.9, 0, 9999.9, 0,   3.4,19,   5.3,24,  13.6, 999.9,   77.0*,  45.9 , 0.00I,999.9, 000000,
545110,99999, 20170404,   61.8,24,   44.2,24, 9999.9, 0, 9999.9, 0,   2.8,16,   5.6,24,   9.7, 999.9,   68.0*,  55.4*,99.99 ,999.9, 010000,
545110,99999, 20170405,   57.5,24,   47.4,24, 9999.9, 0, 9999.9, 0,   3.9,20,   6.7,24,  11.7, 999.9,   68.0*,  48.2*, 0.00I,999.9, 000000,
545110,99999, 20170406,   64.5,24,   42.8,24, 9999.9, 0, 9999.9, 0,   3.8,14,   5.4,24,  13.6, 999.9,   78.8*,  48.6 , 0.00I,999.9, 000000,
545110,99999, 20170407,   57.3,24,   44.7,24, 9999.9, 0, 9999.9, 0,   4.3,22,   3.9,24,   7.8, 999.9,   62.6*,  53.6*,99.99 ,999.9, 010000,
545110,99999, 20170408,   56.0,24,   38.7,24, 9999.9, 0, 9999.9, 0,   4.2,13,   4.4,24,   7.8,  17.5,   64.4*,  42.8*, 0.00I,999.9, 000000,
545110,99999, 20170409,   57.4,24,   33.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.2,24,  11.7,  17.5,   66.2*,  44.6*, 0.00I,999.9, 000000,
545110,99999, 20170410,   59.6,24,   37.0,24, 9999.9, 0, 9999.9, 0,   5.1, 4,   5.8,24,  11.7,  19.4,   69.8*,  47.7*, 0.00I,999.9, 000000,
545110,99999, 20170411,   56.3,24,   16.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.3,24,  19.4,  27.2,   71.6*,  35.6*, 0.00I,999.9, 000000,
545110,99999, 20170412,   58.8,24,   22.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.3,24,  11.7,  23.3,   78.8*,  37.4*, 0.00I,999.9, 000000,
545110,99999, 20170413,   56.7,24,   31.9,24, 9999.9, 0, 9999.9, 0,   5.2, 6,   4.1,24,   9.7, 999.9,   68.0*,  42.3 , 0.00I,999.9, 000000,
545110,99999, 20170414,   64.8,24,   37.5,24, 9999.9, 0, 9999.9, 0,   5.6, 7,   4.9,24,  13.6,  21.4,   82.4*,  44.6*, 0.00I,999.9, 000000,
545110,99999, 20170415,   73.6,24,   31.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.9,24,  17.5,  29.1,   89.6*,  50.5 , 0.00I,999.9, 000000,
545110,99999, 20170416,   63.6,24,   46.4,24, 9999.9, 0, 9999.9, 0,   3.1,23,   5.4,24,   9.7,  19.4,   75.2*,  48.2*, 0.00I,999.9, 000000,
545110,99999, 20170417,   69.0,24,   29.0,24, 9999.9, 0, 9999.9, 0,   3.4,12,  12.1,24,  29.1,  38.9,   78.8*,  51.4 , 0.00I,999.9, 000000,
545110,99999, 20170418,   60.8,24,   23.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.2,24,  29.1,  40.8,   75.2*,  46.4*, 0.00I,999.9, 000000,
